dataset_type,train_number,train_type,station_sequence,current_delay,current_speed,distance_to_next_station,distance_from_origin,journey_time,station_halt_duration,time_of_day,day_of_week,signal_status,signal_waiting_time,block_status,track_occupancy,section_restriction,construction_active,maintenance_active,engineering_block,temporary_speed_restriction,affected_section,restriction_duration,congestion_level,preceding_train_delay,train_density,previous_station_delay,temperature,humidity,precipitation,rain,showers,weather_code,cloud_cover,visibility,wind_speed,wind_direction,wind_gusts,weather_impact,actual_additional_delay_minutes
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,4,0.1,49.3,2.7,6.1499999999999995,11.2,1.0,4,3,Normal,0.7,Clear,0.25,0,0,1,0,20,1,78,0.49,2.2,2,0.4,23.7,87.3,0.0,0.0,0.0,2,14.7,9111.0,35.5,6,49.9,2,13.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,EMU Local,12,0.1,59.8,1.5,22.549999999999997,40.7,1.0,13,5,Normal,0.5,Clear,0.45,0,0,0,1,0,1,18,0.59,3.2,1,0.0,31.8,66.8,0.0,0.0,0.0,0,19.2,6715.0,15.9,218,23.9,0,6.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,13,2.9,28.1,3.1,24.599999999999998,47.2,0.5,12,0,Warning,2.5,Occupied,0.89,0,0,0,1,0,1,112,0.35,2.0,1,4.2,28.9,70.7,0.0,0.0,0.0,0,28.1,9191.0,35.7,281,60.3,2,11.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,Fast Local,4,4.8,27.2,2.4,6.1499999999999995,15.9,0.5,13,6,Normal,0.1,Clear,0.28,0,0,1,0,30,1,53,0.53,1.1,2,5.4,32.9,67.9,9.5,3.4,0.0,61,91.0,5974.0,20.9,66,29.5,1,8.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,MEMU,10,11.4,46.1,1.6,18.45,44.6,0.5,10,1,Critical,14.3,Restricted,0.94,1,0,0,0,0,0,0,0.77,0.5,4,10.7,37.4,74.3,0.0,0.0,0.0,0,39.5,6716.0,28.9,85,36.9,1,22.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,EMU Local,3,0.8,23.5,1.7,4.1,8.2,1.0,19,1,Normal,0.4,Clear,0.2,0,1,1,0,20,1,76,0.78,4.3,3,0.6,26.9,81.5,13.8,13.3,1.8,63,90.5,8211.0,29.8,145,43.9,1,10.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,MEMU,15,0.4,14.8,2.1,28.699999999999996,52.1,0.5,15,5,Normal,0.0,Clear,0.44,0,0,0,0,0,0,0,0.59,2.1,2,2.3,25.9,78.2,0.0,0.0,0.0,0,56.9,6664.0,15.0,328,20.6,0,1.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,2,0.2,59.6,3.4,2.05,3.9,1.5,15,1,Normal,0.8,Clear,0.32,0,0,0,0,0,0,0,0.11,0.1,2,0.1,36.1,80.4,0.0,0.0,0.0,0,11.7,6078.0,20.0,177,30.2,1,5.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,17,2.3,62.2,2.2,32.8,61.3,1.0,22,1,Normal,0.4,Clear,0.46,0,0,0,0,0,0,0,0.38,0.7,2,0.7,30.6,63.5,2.1,1.0,0.0,61,73.6,9705.0,34.7,348,55.2,2,5.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,6,3.9,24.3,3.4,10.25,22.3,1.0,16,3,Normal,0.3,Clear,0.18,0,0,0,0,0,0,0,0.52,0.6,2,2.5,31.2,73.4,0.0,0.0,0.0,0,23.9,7256.0,30.9,119,37.2,1,4.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,MEMU,8,7.3,20.5,2.6,14.349999999999998,33.1,1.5,21,1,Normal,0.2,Clear,0.47,0,0,0,0,0,0,0,0.08,0.7,1,7.1,30.4,82.2,0.0,0.0,0.0,0,29.8,9588.0,23.7,352,32.6,1,2.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,MEMU,3,4.6,32.2,1.3,4.1,12.0,0.5,6,3,Warning,6.9,Occupied,0.85,0,0,0,0,0,0,0,0.06,0.3,1,5.9,30.0,90.2,7.6000000000000005,5.9,2.0,63,84.1,9928.0,18.5,300,25.5,1,8.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,18,0.9,60.8,2.9,34.849999999999994,63.6,1.0,10,0,Warning,2.2,Occupied,0.66,0,0,0,0,0,0,0,0.86,6.4,3,0.3,27.9,46.3,0.0,0.0,0.0,0,44.6,6835.0,37.2,262,54.1,2,11.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,Fast Local,1,2.5,35.8,1.5,0.0,2.5,0.5,4,2,Normal,0.0,Clear,0.27,0,1,0,0,30,1,34,0.46,0.1,2,1.2,30.5,77.6,9.2,5.2,1.2,63,71.8,6732.0,6.4,352,10.0,1,7.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,16,9.6,43.4,1.7,30.749999999999996,64.9,0.5,6,2,Normal,0.0,Clear,0.48,0,0,0,0,0,0,0,0.13,0.5,1,9.6,28.1,86.6,0.0,0.0,0.0,2,14.9,6043.0,30.3,68,44.6,1,0.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,Fast Local,7,1.6,46.9,2.3,12.299999999999999,23.7,0.5,17,2,Normal,0.4,Clear,0.28,0,0,0,0,0,0,0,0.82,0.9,5,2.0,35.5,47.9,0.0,0.0,0.0,0,41.1,7555.0,24.3,164,35.8,1,6.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,Fast Local,3,2.8,44.6,2.1,4.1,10.2,0.5,7,6,Normal,0.1,Clear,0.3,0,0,1,0,30,1,34,0.17,0.8,1,3.4,29.3,88.4,0.0,0.0,0.0,2,22.8,6078.0,35.5,329,52.9,2,7.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,4,12.7,64.4,2.6,6.1499999999999995,23.8,1.5,22,3,Warning,5.1,Occupied,0.9,0,0,0,0,0,0,0,0.36,2.8,1,10.7,36.7,98.0,0.0,0.0,0.0,2,59.2,6236.0,29.5,7,44.3,1,8.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,MEMU,9,5.3,31.2,2.4,16.4,34.8,1.0,9,3,Normal,0.2,Clear,0.21,0,0,0,0,0,0,0,0.9,4.6,5,5.7,34.2,74.2,0.0,0.0,0.0,0,12.7,8785.0,9.8,0,12.0,0,5.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,5,5.5,40.5,2.0,8.2,20.3,1.5,23,3,Warning,2.8,Occupied,0.79,0,0,0,0,0,0,0,0.4,3.4,1,5.8,27.5,78.5,11.6,10.7,2.9,63,70.2,7187.0,31.0,295,48.3,2,8.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,19,1.2,45.5,3.1,36.9,67.6,0.5,12,0,Critical,12.3,Restricted,0.64,1,1,0,0,15,1,109,0.26,0.5,2,0.7,27.2,60.4,0.0,0.0,0.0,0,51.9,6077.0,15.8,243,20.0,0,28.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,15,2.1,41.3,1.8,28.699999999999996,53.8,1.0,14,4,Normal,0.2,Clear,0.15,0,0,0,0,0,0,0,0.08,0.3,2,3.5,30.6,96.6,0.0,0.0,0.0,2,47.0,6491.0,16.3,285,20.7,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,8,0.3,23.7,1.5,14.349999999999998,26.1,0.5,18,3,Normal,0.0,Clear,0.43,0,0,0,0,0,0,0,0.84,1.9,5,0.8,28.6,75.4,0.0,0.0,0.0,0,37.4,5968.0,21.1,276,33.1,1,4.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,Fast Local,6,3.7,19.9,2.4,10.25,22.2,0.5,12,3,Normal,0.1,Clear,0.35,0,0,0,0,0,0,0,0.27,1.7,1,2.7,28.5,41.3,10.600000000000001,5.9,2.4,63,99.6,6203.0,25.9,228,39.1,1,2.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,18,0.4,19.6,2.1,34.849999999999994,63.1,1.0,14,2,Normal,0.2,Clear,0.32,0,0,0,0,0,0,0,0.55,1.6,1,1.0,34.9,83.6,0.0,0.0,0.0,0,59.0,8737.0,5.4,309,6.8,0,2.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,19,7.2,52.9,2.2,36.9,73.6,0.5,13,5,Normal,0.2,Clear,0.19,0,0,0,1,0,1,40,0.42,1.8,1,4.9,32.6,61.1,0.0,0.0,0.0,0,15.1,9268.0,36.5,84,60.2,2,8.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,MEMU,15,6.7,29.7,2.5,28.699999999999996,58.4,1.0,5,6,Warning,6.8,Occupied,0.79,0,0,0,0,0,0,0,0.2,0.7,1,6.1,36.4,66.0,0.0,0.0,0.0,0,13.7,9772.0,25.9,239,41.5,1,9.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,Fast Local,7,3.1,49.0,2.0,12.299999999999999,25.2,0.5,17,1,Normal,0.9,Clear,0.42,0,0,0,0,0,0,0,0.75,5.2,3,2.6,27.2,75.5,0.0,0.0,0.0,0,51.6,9953.0,18.6,72,27.3,0,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,10,0.6,43.3,3.2,18.45,33.8,0.5,7,1,Warning,4.2,Occupied,0.81,0,0,0,0,0,0,0,0.34,0.9,2,1.4,24.2,72.3,0.0,0.0,0.0,0,22.2,7036.0,26.6,211,38.7,1,5.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,Fast Local,6,0.1,27.4,2.3,10.25,18.6,1.0,5,0,Warning,3.7,Occupied,0.65,0,0,0,0,0,0,0,0.12,0.0,2,3.7,28.6,76.0,0.0,0.0,0.0,0,53.8,5334.0,27.5,93,42.3,1,6.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,14,6.4,27.8,1.8,26.65,54.4,2.0,8,1,Warning,3.9,Occupied,0.81,0,0,0,0,0,0,0,0.61,6.3,2,6.0,35.8,77.4,0.0,0.0,0.0,0,27.3,8014.0,5.6,65,7.5,0,6.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,MEMU,17,3.7,44.0,2.5,32.8,62.7,0.5,17,4,Normal,0.8,Clear,0.4,0,0,0,0,0,0,0,0.62,1.8,2,5.5,29.0,88.1,2.8000000000000003,2.6,0.0,61,87.7,5346.0,8.4,195,13.0,0,3.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,9,5.0,43.2,2.0,16.4,34.5,1.0,18,2,Warning,5.3,Occupied,0.82,0,0,0,0,0,0,0,0.6,3.2,2,6.6,38.0,55.8,0.0,0.0,0.0,0,26.1,8485.0,23.4,95,37.7,1,8.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,19,1.4,49.4,2.2,36.9,67.8,1.0,22,0,Normal,0.0,Clear,0.18,0,1,0,0,20,1,45,0.21,0.8,2,0.0,29.4,78.4,3.7,1.0,0.0,61,70.5,8519.0,18.4,130,22.8,0,7.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,5,2.8,35.1,1.4,8.2,17.6,0.5,9,1,Normal,0.3,Clear,0.42,0,1,0,0,30,1,68,0.69,1.4,2,4.4,33.8,74.0,0.0,0.0,0.0,0,47.0,5740.0,20.5,350,25.8,0,5.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,7,5.5,29.3,1.5,12.299999999999999,27.6,1.0,18,1,Critical,17.7,Restricted,0.82,1,0,0,0,0,0,0,0.74,7.8,4,4.7,31.4,69.3,0.0,0.0,0.0,0,12.0,8811.0,12.0,284,17.0,0,26.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,19,2.5,43.6,2.7,36.9,68.9,0.5,17,5,Critical,8.1,Restricted,0.71,1,1,0,0,20,1,112,0.8,3.7,5,2.5,23.7,56.9,0.0,0.0,0.0,0,59.5,6310.0,35.9,333,55.2,2,29.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,20,3.7,63.3,1.4,38.949999999999996,73.8,0.5,11,2,Normal,0.0,Clear,0.41,0,0,0,0,0,0,0,0.17,0.2,1,6.5,28.9,76.8,0.0,0.0,0.0,0,20.6,6902.0,16.6,215,22.7,0,0.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,7,6.2,13.8,2.0,12.299999999999999,28.3,0.5,23,0,Warning,2.1,Occupied,0.71,0,0,0,0,0,0,0,0.19,3.6,2,6.8,33.4,60.6,0.0,0.0,0.0,0,34.4,5307.0,6.9,95,9.7,0,4.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,Fast Local,2,1.0,30.0,2.3,2.05,4.7,1.0,15,2,Normal,0.2,Clear,0.5,0,0,0,0,0,0,0,0.32,10.0,2,0.2,31.3,51.8,0.0,0.0,0.0,0,21.4,7156.0,26.1,248,37.0,1,5.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,16,0.3,50.9,2.9,30.749999999999996,55.6,0.5,7,0,Normal,0.0,Clear,0.2,0,0,0,0,0,0,0,0.59,0.7,2,0.8,29.7,69.7,0.0,0.0,0.0,0,23.8,6520.0,24.2,149,34.3,1,4.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,13,3.0,45.2,1.8,24.599999999999998,47.3,0.5,9,6,Normal,0.3,Clear,0.25,0,0,0,0,0,0,0,0.81,11.9,4,1.2,30.8,79.1,0.0,0.0,0.0,0,13.6,8191.0,24.2,62,38.1,1,8.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,8,0.3,51.1,2.6,14.349999999999998,26.1,0.5,14,6,Normal,0.1,Clear,0.49,0,0,1,0,20,1,69,0.45,1.5,1,1.6,32.1,63.3,0.0,0.0,0.0,0,43.0,6346.0,7.4,202,10.2,0,8.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,6,5.8,35.6,2.0,10.25,24.2,0.5,10,1,Normal,0.7,Clear,0.14,0,0,0,0,0,0,0,0.93,0.7,4,5.0,20.6,49.7,0.0,0.0,0.0,0,36.7,8095.0,30.4,63,50.1,2,6.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,MEMU,6,5.1,17.8,1.0,10.25,23.5,0.5,7,2,Normal,0.7,Clear,0.31,0,0,0,0,0,0,0,0.39,5.2,2,2.1,29.3,71.7,0.0,0.0,0.0,0,43.3,6504.0,16.0,250,21.1,0,3.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,MEMU,9,8.5,67.1,2.1,16.4,38.0,0.5,18,2,Normal,0.9,Clear,0.3,0,0,0,0,0,0,0,0.31,0.1,1,8.1,28.3,86.4,0.0,0.0,0.0,2,28.7,6178.0,36.4,286,60.6,2,6.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,4,4.1,58.3,2.1,6.1499999999999995,15.2,0.5,4,4,Normal,0.2,Clear,0.34,0,0,0,0,0,0,0,0.22,0.8,2,3.5,34.3,63.3,0.0,0.0,0.0,0,53.2,8711.0,25.5,239,32.2,1,2.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,11,0.3,41.6,2.4,20.5,37.2,0.5,12,6,Normal,0.0,Clear,0.23,0,0,0,0,0,0,0,0.16,1.0,1,0.9,34.5,55.6,1.5,0.9,0.0,61,96.7,6542.0,27.3,109,40.0,1,1.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,MEMU,5,1.2,29.4,1.7,8.2,16.0,1.0,23,5,Normal,0.2,Clear,0.47,0,0,0,0,0,0,0,0.1,0.6,2,0.0,32.2,52.8,0.0,0.0,0.0,0,58.0,6057.0,24.3,311,31.8,1,3.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,17,6.6,34.6,1.8,32.8,65.6,1.0,11,2,Normal,0.3,Clear,0.21,0,0,0,0,0,0,0,0.11,0.0,2,7.0,32.0,63.4,0.0,0.0,0.0,0,51.6,9791.0,19.9,151,32.2,1,2.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,MEMU,20,0.7,45.4,2.8,38.949999999999996,70.8,0.5,15,0,Normal,0.6,Clear,0.36,0,1,0,0,15,1,93,0.47,0.9,1,0.0,23.5,72.3,6.5,3.8,0.0,61,79.1,9283.0,16.2,4,26.7,1,15.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43239,EMU Local,7,4.8,38.2,1.9,12.299999999999999,26.9,0.5,10,4,Normal,0.2,Clear,0.3,0,1,1,0,20,1,96,0.59,0.2,2,4.7,27.9,66.4,0.0,0.0,0.0,0,58.8,7397.0,10.2,7,14.5,0,8.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,MEMU,15,6.1,41.8,1.0,28.699999999999996,57.8,0.5,21,2,Normal,0.4,Clear,0.21,0,0,0,0,0,0,0,0.12,0.1,2,7.4,30.1,75.0,0.0,0.0,0.0,0,21.5,5373.0,25.4,204,35.2,1,0.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,15,1.6,66.2,2.4,28.699999999999996,53.3,1.0,4,2,Normal,0.4,Clear,0.18,0,0,0,1,0,1,109,0.21,2.0,1,2.9,31.1,73.3,0.0,0.0,0.0,0,39.1,7657.0,37.9,269,46.4,2,10.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,14,1.6,55.9,2.6,26.65,49.6,0.5,12,4,Normal,0.1,Clear,0.48,0,0,1,0,15,1,19,0.61,4.6,1,3.1,31.5,84.0,0.0,0.0,0.0,0,44.9,5176.0,18.6,254,26.6,0,13.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,Fast Local,13,3.3,24.4,2.6,24.599999999999998,47.6,0.5,10,1,Warning,5.2,Occupied,0.88,0,0,0,0,0,0,0,0.64,2.4,2,2.4,23.7,70.4,0.0,0.0,0.0,0,14.0,9157.0,13.1,329,15.7,0,7.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,11,7.9,43.2,1.7,20.5,44.8,0.5,17,2,Normal,0.3,Clear,0.34,0,0,0,0,0,0,0,0.57,4.6,2,8.3,35.4,79.4,0.0,0.0,0.0,0,35.7,7119.0,31.3,150,46.1,2,6.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,13,1.0,34.2,2.1,24.599999999999998,45.3,0.5,4,3,Normal,0.8,Clear,0.41,0,0,0,0,0,0,0,0.34,0.5,1,1.4,27.4,72.5,0.0,0.0,0.0,0,18.9,6071.0,35.9,140,58.5,2,6.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,9,11.3,46.5,2.4,16.4,40.8,1.0,16,5,Normal,0.6,Clear,0.13,0,0,0,0,0,0,0,0.08,0.5,1,12.8,22.4,74.2,0.0,0.0,0.0,0,44.0,8822.0,37.5,2,61.4,2,4.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,10,3.7,41.1,2.7,18.45,36.9,0.5,23,1,Normal,0.1,Clear,0.39,0,0,0,0,0,0,0,0.47,1.9,1,3.3,34.6,74.0,0.0,0.0,0.0,0,17.6,5826.0,33.2,265,46.1,2,6.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,4,19.4,75.0,2.4,6.1499999999999995,30.5,0.5,18,2,Normal,0.3,Clear,0.17,0,0,0,1,0,1,37,0.67,3.1,2,17.6,27.9,59.7,10.3,9.4,3.1,63,75.3,8479.0,21.8,358,32.4,1,8.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,EMU Local,17,0.4,48.4,2.6,32.8,59.4,1.0,8,1,Critical,18.7,Restricted,0.93,1,0,0,1,0,1,24,0.5,0.2,1,1.4,34.3,71.0,0.0,0.0,0.0,0,40.1,8197.0,33.2,225,45.3,2,32.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,14,0.5,40.0,1.7,26.65,48.5,1.0,8,0,Normal,0.0,Clear,0.16,0,0,0,0,0,0,0,0.44,0.7,1,2.1,24.5,64.4,0.0,0.0,0.0,0,18.0,5807.0,7.4,186,12.3,0,0.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,18,7.0,69.6,1.0,34.849999999999994,69.7,0.5,17,1,Normal,0.8,Clear,0.43,0,0,0,0,0,0,0,0.43,0.1,2,7.4,29.9,62.0,17.3,16.2,2.5,65,87.9,2160.0,31.7,283,48.3,2,8.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,MEMU,11,8.0,45.1,2.7,20.5,44.9,0.5,17,4,Normal,0.1,Clear,0.37,0,0,0,0,0,0,0,0.83,0.5,3,6.7,27.6,76.7,0.0,0.0,0.0,0,10.4,8911.0,8.1,340,11.7,0,2.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,16,2.4,19.2,1.5,30.749999999999996,57.7,0.5,17,2,Normal,0.3,Clear,0.25,0,0,0,0,0,0,0,0.55,0.6,1,5.0,33.1,77.9,10.1,8.7,2.3,63,98.5,8888.0,25.1,138,31.6,1,4.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,1,5.0,40.1,2.0,0.0,5.0,0.5,8,1,Critical,11.0,Restricted,0.7,1,0,0,0,0,0,0,0.72,2.2,4,5.1,27.9,64.4,3.5,0.9,0.0,61,73.0,8017.0,16.1,275,20.5,0,17.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,7,8.1,51.2,2.6,12.299999999999999,30.2,0.5,14,3,Normal,0.4,Clear,0.16,0,0,0,0,0,0,0,0.17,0.8,2,7.3,33.1,80.4,0.0,0.0,0.0,0,28.9,5481.0,23.5,279,38.3,1,1.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,10,0.2,49.3,2.1,18.45,33.4,0.5,22,0,Normal,0.3,Clear,0.46,0,0,0,0,0,0,0,0.15,0.1,2,1.5,29.8,66.6,0.0,0.0,0.0,0,17.3,5856.0,15.1,237,19.0,0,0.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,9,3.4,57.1,2.5,16.4,32.9,1.0,8,0,Normal,0.0,Clear,0.15,0,0,1,0,30,1,34,0.93,0.2,5,5.4,28.9,82.7,3.3,0.7,0.0,61,70.2,6488.0,6.9,277,8.7,0,7.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43239,EMU Local,3,7.7,44.3,3.6,4.1,15.1,2.0,7,6,Normal,0.1,Clear,0.29,0,0,0,0,0,0,0,0.2,1.5,2,5.8,35.1,98.0,0.0,0.0,0.0,2,15.6,9687.0,31.2,99,41.6,1,0.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,14,2.0,43.2,2.4,26.65,50.0,1.0,18,1,Normal,0.4,Clear,0.19,0,0,0,0,0,0,0,0.73,0.4,3,2.6,39.3,77.7,1.5,0.4,0.0,0,73.4,5479.0,9.0,308,11.6,0,1.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,15,1.4,21.0,1.7,28.699999999999996,53.1,0.5,10,4,Normal,0.3,Clear,0.5,0,0,0,0,0,0,0,0.57,1.2,2,3.0,30.0,70.7,3.4,2.9,0.0,61,88.9,7747.0,25.4,250,40.9,1,4.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,EMU Local,2,6.4,64.9,1.2,2.05,10.1,1.0,8,0,Normal,0.2,Clear,0.33,0,0,0,0,0,0,0,0.44,0.2,1,6.3,28.4,63.8,0.0,0.0,0.0,0,38.2,9462.0,15.0,49,18.0,0,1.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,14,1.6,37.4,2.5,26.65,49.6,1.0,18,6,Normal,1.3,Clear,0.16,0,1,0,1,15,1,74,0.68,1.8,1,1.8,30.9,74.4,0.0,0.0,0.0,0,38.7,7191.0,25.8,219,41.9,1,15.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,16,0.0,27.3,2.1,30.749999999999996,55.4,1.0,17,1,Normal,0.2,Clear,0.37,0,0,0,0,0,0,0,0.84,0.3,3,0.0,31.9,60.3,0.0,0.0,0.0,0,19.3,9406.0,19.1,149,27.0,0,2.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,7,12.8,75.0,1.3,12.299999999999999,34.9,1.0,6,1,Critical,7.9,Restricted,0.67,1,0,0,0,0,0,0,0.13,0.7,1,14.6,24.3,69.1,0.0,0.0,0.0,0,23.2,6615.0,33.9,30,52.9,2,17.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,4,3.6,67.2,2.8,6.1499999999999995,14.7,1.0,8,0,Normal,0.4,Clear,0.34,0,1,0,0,30,1,84,0.61,0.2,2,2.3,27.4,61.3,0.0,0.0,0.0,0,49.0,7212.0,29.0,356,40.4,1,8.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,18,6.8,35.3,2.5,34.849999999999994,69.5,0.5,15,1,Normal,0.4,Clear,0.28,0,0,0,1,0,1,37,0.43,0.8,1,6.5,25.5,82.1,0.0,0.0,0.0,0,54.7,7980.0,13.2,176,21.9,0,4.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,MEMU,5,7.0,13.8,2.1,8.2,21.8,0.5,23,1,Normal,0.3,Clear,0.22,0,0,0,0,0,0,0,0.18,0.3,2,9.6,26.9,65.6,0.0,0.0,0.0,0,26.4,8256.0,36.8,212,48.9,2,4.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,6,0.3,31.2,3.4,10.25,18.8,0.5,17,5,Normal,0.2,Clear,0.14,0,1,0,0,30,1,44,0.77,6.8,3,0.0,37.3,71.6,0.0,0.0,0.0,0,31.8,6963.0,13.4,60,17.6,0,10.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,7,0.7,65.7,2.7,12.299999999999999,22.8,0.5,8,3,Normal,1.2,Clear,0.19,0,0,0,0,0,0,0,0.74,1.5,4,0.0,22.4,51.3,0.0,0.0,0.0,0,13.4,7300.0,10.2,226,16.3,0,3.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,15,1.5,44.7,1.5,28.699999999999996,53.2,0.5,7,1,Normal,0.3,Clear,0.32,0,0,0,0,0,0,0,0.4,0.1,1,1.5,33.0,67.9,0.0,0.0,0.0,0,52.3,8063.0,37.2,8,44.8,1,2.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,1,1.5,21.8,2.8,0.0,1.5,0.5,19,5,Normal,0.4,Clear,0.4,0,0,0,0,0,0,0,0.84,2.3,4,2.8,30.0,67.6,0.0,0.0,0.0,0,42.9,9257.0,7.7,246,9.5,0,3.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,4,4.3,53.8,2.3,6.1499999999999995,15.4,1.0,10,5,Normal,0.5,Clear,0.45,0,0,0,0,0,0,0,0.44,2.0,2,4.3,32.5,61.0,0.0,0.0,0.0,0,14.0,6783.0,16.8,292,22.4,0,2.7
